          3.430      -Infinity      -Infinity
       9439.360            NaN            NaN
       9442.790            NaN            NaN
       9446.220            NaN            NaN
       9449.650            NaN            NaN
       9453.080            NaN            NaN
       9456.510       5059.691       3577.742
       9459.940       5057.943       3576.506
       9463.370       5057.616       3576.275
       9466.800       5059.368       3577.513
       9470.230       5067.032       3582.933
       9473.660       5069.344       3584.567
       9477.090       5066.931       3582.861
       9480.520       5067.270       3583.101
       9483.950       5066.867       3582.816
       9487.380       5058.899       3577.182
       9490.810       5060.304       3578.175
       9494.240       5060.302       3578.174
       9497.670            NaN            NaN
       9501.100            NaN            NaN
       9504.530            NaN            NaN
       9507.960       5071.196       3585.877
       9511.390            NaN            NaN
       9514.820            NaN            NaN
       9518.250            NaN            NaN
       9521.680            NaN            NaN
       9525.110            NaN            NaN
       9528.540            NaN            NaN
       9531.970            NaN            NaN
       9535.400       5065.535       3581.874
       9538.830            NaN            NaN
       9542.260            NaN            NaN
       9545.690            NaN            NaN
       9549.120       5063.991       3580.782
       9552.550       5059.114       3577.334
       9555.980       5065.588       3581.912
       9559.410       5067.829       3583.496
       9562.840            NaN            NaN
       9566.270            NaN            NaN
       9569.700            NaN            NaN
       9573.130       5069.093       3584.390
       9576.560       5070.614       3585.465
       9579.990       5070.612       3585.464
       9583.420            NaN            NaN
       9586.850            NaN            NaN
       9590.280       5060.181       3578.089
       9593.710            NaN            NaN
       9597.140            NaN            NaN
       9600.570            NaN            NaN
       9604.000       5056.556       3575.525
       9607.430       5065.553       3581.887
       9610.860       5068.279       3583.815
       9614.290       5067.384       3583.182
       9617.720       5063.731       3580.599
       9621.150       5056.772       3575.678
       9624.580       5068.403       3583.902
       9628.010            NaN            NaN
       9631.440            NaN            NaN
       9634.870            NaN            NaN
       9638.300            NaN            NaN
       9641.730            NaN            NaN
       9645.160            NaN            NaN
       9648.590            NaN            NaN
       9652.020            NaN            NaN
       9655.450            NaN            NaN
       9658.880       5068.713       3584.122
       9662.310       5071.383       3586.009
       9665.740       5071.382       3586.008
       9669.170            NaN            NaN
       9672.600            NaN            NaN
       9676.030            NaN            NaN
       9679.460            NaN            NaN
       9682.890            NaN            NaN
       9686.320       5071.191       3585.874
       9689.750       5069.721       3584.834
       9693.180            NaN            NaN
       9696.610            NaN            NaN
       9700.040            NaN            NaN
       9703.470            NaN            NaN
       9706.900       5071.305       3585.954
       9710.330            NaN            NaN
       9713.760            NaN            NaN
       9717.190       5059.486       3577.597
       9720.620       5062.282       3579.574
       9724.050            NaN            NaN
       9727.480            NaN            NaN
       9730.910       5056.498       3575.484
       9734.340       5056.497       3575.483
       9737.770            NaN            NaN
       9741.200            NaN            NaN
       9744.630            NaN            NaN
       9748.060            NaN            NaN
       9751.490            NaN            NaN
       9754.920       5063.062       3580.125
       9758.350       5068.612       3584.050
       9761.780       5069.714       3584.829
       9765.210       5065.256       3581.677
       9768.640       5058.634       3576.995
       9772.070            NaN            NaN
       9775.500            NaN            NaN
       9778.930            NaN            NaN
       9782.360       5057.133       3575.933
       9785.790            NaN            NaN
       9789.220            NaN            NaN
       9792.650       5057.694       3576.330
       9796.080       5056.469       3575.464
       9799.510       5056.468       3575.463
       9802.940       5057.216       3575.992
       9806.370       5070.821       3585.612
       9809.800       5071.341       3585.980
       9813.230       5071.360       3585.993
       9816.660            NaN            NaN
       9820.090            NaN            NaN
       9823.520            NaN            NaN
       9826.950            NaN            NaN
       9830.380            NaN            NaN
       9833.810       5062.721       3579.884
       9837.240            NaN            NaN
       9840.670            NaN            NaN
       9844.100            NaN            NaN
       9847.530       5071.753       3586.271
       9850.960       5071.407       3586.027
       9854.390       5061.999       3579.374
       9857.820            NaN            NaN
       9861.250            NaN            NaN
       9864.680            NaN            NaN
       9868.110            NaN            NaN
       9871.540            NaN            NaN
       9874.970            NaN            NaN
       9878.400            NaN            NaN
       9881.830       5072.682       3586.928
       9885.260            NaN            NaN
       9888.690            NaN            NaN
       9892.120       5070.557       3585.425
       9895.550       5058.381       3576.816
       9898.980       5061.003       3578.670
       9902.410       5064.058       3580.830
       9905.840            NaN            NaN
       9909.270            NaN            NaN
       9912.700            NaN            NaN
       9916.130            NaN            NaN
       9919.560            NaN            NaN
       9922.990       5072.206       3586.591
       9926.420       5069.295       3584.533
       9929.850       5057.410       3576.129
       9933.280       5057.408       3576.128
       9936.710       5056.936       3575.794
       9940.140       5058.699       3577.040
       9943.570       5058.697       3577.039
       9947.000            NaN            NaN
       9950.430            NaN            NaN
       9953.860       5070.156       3585.142
       9957.290       5071.477       3586.076
       9960.720       5071.587       3586.154
       9964.150       5071.256       3585.919
       9967.580       5068.316       3583.840
       9971.010       5063.271       3580.273
       9974.440       5064.158       3580.901
       9977.870       5064.157       3580.900
       9981.300       5064.155       3580.899
       9984.730       5067.633       3583.358
       9988.160            NaN            NaN
       9991.590            NaN            NaN
       9995.020            NaN            NaN
       9998.450            NaN            NaN
